Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
AGRESSION_WAR_NAME_DEMOCRACY;$ORDER$$FIRST$-$SECOND$ Counterrevolution;;;;;;;;;;;;;
NORMAL_WAR_NAME_ENG_USA;$ORDER$$SECOND$ War of Independence;$ORDER$$SECOND$ guerre d'ind�pendence;$ORDER$$SECOND$ Unabh�ngigkeitskrieg;;;;;;;;;;;
NORMAL_WAR_NAME_FASCISM;The $ORDER$$FIRST$-$SECOND$ Blackshirt Revolution;;;;;;;;;;;;;
AGRESSION_WAR_NAME_FASCISM;The $ORDER$$FIRST$-$SECOND$ Blackshirt Revolution;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e �bernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisici�n de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$ Acquisition of $FIRST$ $SECOND_COUNTRY$;$ORDER$ $FIRST$ acquisition de $SECOND_COUNTRY$;$ORDER$$FIRST$e �bernahme von $SECOND_COUNTRY$;;$ORDER$ Adquisici�n de $SECOND_COUNTRY$ $FIRST$ ;;;;;;;;;
NORMAL_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;$ORDER$ guerre de $FIRST$ pour le contr�le de $SECOND_COUNTRY$;$ORDER$ Krieg um die Kontrolle von $FIRST$ �ber $SECOND_COUNTRY$;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_ORA;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_TRN;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_USA;$ORDER$$SECOND$ War of Independence;$ORDER$$SECOND$ guerre d'ind�pendence;$ORDER$$SECOND$ Unabh�ngigkeitskrieg;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;$ORDER$ guerre de $FIRST$ pour le contr�le de $SECOND_COUNTRY$;$ORDER$ Krieg um die Kontrolle von $FIRST$ �ber $SECOND_COUNTRY$;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ r�tablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauraci�n $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ r�tablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauraci�n $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;
NORMAL_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ War of $SECOND$ Containment;$ORDER$$FIRST$ guerre de confinement $SECOND$;$ORDER$$FIRST$er Krieg zur $SECOND$en Beherrschung;;$ORDER$ Guerra $FIRST$ de contenci�n $SECOND$;;;;;;;;;
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRST$ War of $SECOND$ Containment;$ORDER$$FIRST$ guerre de confinement $SECOND$;$ORDER$$FIRST$er Krieg zur $SECOND$en Beherrschung;;$ORDER$ Guerra $FIRST$ de contenci�n $SECOND$;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberaci�n $FIRST$ de $STATE$;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_CHL_BOL;$ORDER$War of the Pacific;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_CHL_PEU;$ORDER$War of the Pacific;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$SECOND$ War of Independence;$ORDER$$SECOND$ guerre d'ind�pendence;$ORDER$$SECOND$ Unabh�ngigkeitskrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_MEX;$ORDER$American Invasion of Mexico;$ORDER$ guerre am�ricaine d'invasion du Mexique;$ORDER$Amerikanische Invasion von Mexiko;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_USA_MEX_USA;$ORDER$Mexican-American War;$ORDER$ guerre mexicano-am�ricaine;$ORDER$Mexikanisch-Amerikanischer Krieg;;;;;;;;;;;
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$FIRST$ Aggression for $STATE$;$ORDER$$FIRST$ aggression pour $STATE$;$ORDER$$FIRST$e Aggression gegen $STATE$;;$ORDER$ Agresi�n $FIRST$ por $STATE$;;;;;;;;;
NORMAL_WAR_TAKE_NAME;$ORDER$$FIRST$ Conquest of $STATE$;$ORDER$$FIRST$ conqu�te de $STATE$;$ORDER$$FIRST$e Eroberung von $STATE$;;$ORDER$ Conquista $FIRST$ de $STATE$;;;;;;;;;
NORMAL_WAR_TAKE_NAME_CHL_BOL;$ORDER$War of the Pacific;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_CHL_PEU;$ORDER$War of the Pacific;$ORDER$ guerre du Pacifique;$ORDER$Pazifikkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_ORA;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_TRN;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$SECOND$ War of Independence;$ORDER$$SECOND$ guerre d'ind�pendence;$ORDER$$SECOND$ Unabh�ngigkeitskrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ORA_ENG;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_TRN_ENG;$ORDER$Boer War;$ORDER$ guerre des Boers;$ORDER$Burenkrieg;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_USA_MEX_MEX;$ORDER$American Invasion of Mexico;$ORDER$ guerre am�ricaine d'invasion du Mexique;$ORDER$Amerikanische Invasion von Mexiko;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_USA_MEX_USA;$ORDER$Mexican-American War;$ORDER$ guerre mexicano-am�ricaine;$ORDER$Mexikanisch-Amerikanischer Krieg;;;;;;;;;;;
AGRESSION_WAR_TAKE_NAME;$ORDER$$FIRST$ War of $STATE$;$ORDER$$FIRST$ guerre pour $STATE$;$ORDER$$FIRST$er Krieg um $STATE$;;$ORDER$ Guerra $FIRST$ de $STATE$;;;;;;;;;
NORMAL_WAR_TAKE_SPHERE_NAME;$ORDER$$COUNTRY$ War;$ORDER$ guerre de $COUNTRY$;$ORDER$$COUNTRY$-Feldzug;;$ORDER$ Guerra de $COUNTRY$;;;;;;;;;
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$$FIRST$-$SECOND$ War over $COUNTRY$;$ORDER$ guerre $FIRST$-$SECOND$ pour $COUNTRY$;$ORDER$$FIRST$-$SECOND$er Krieg um $COUNTRY$;;$ORDER$ Guerra $FIRST$-$SECOND$ sobre $COUNTRY$;;;;;;;;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ lib�ration de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberaci�n $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ lib�ration de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberaci�n $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberaci�n $FIRST$ de $STATE$;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME_NGF_FRA;$ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME_PRU_FRA;$ORDER$Franco-Prussian War;$ORDER$ guerre franco-prussienne;$ORDER$Franco-Preussischer Krieg;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$ $FIRST$ Liberation of $STATE$;$ORDER$$FIRST$ lib�ration de $STATE$;$ORDER$$FIRST$e Befreiung von $STATE$;;$ORDER$ Liberaci�n $FIRST$ de $STATE$;;;;;;;;;
ww1_central_powers_cb;World War 1 - Central Powers;;;;;;;;;;;;;
ww1_central_powers_cb_desc;Impose demands on the Triple Entente.;;;;;;;;;;;;;
ww1_entente_cb;World War 1 - Triple Entente;;;;;;;;;;;;;
ww1_entente_cb_desc;Impose demands on the Central Powers.;;;;;;;;;;;;;
ww1_entente_cb_short;World War 1 - Allies;;;;;;;;;;;;;
swiss_abandon_neutrality;Abandon Swiss Neutrality;Abandonner la neutralité suisse;Schweizer Neutralität aufgeben;;Abandonar la neutralidad suiza;;;;;;;;;
swiss_abandon_neutrality_desc;Allow Switzerland to abandon its permanent neutrality;Permettre à la Suisse d'abandonner sa neutralité permanente;Der Schweiz erlauben, ihre dauerhafte Neutralität aufzugeben.;;Permitir que Suiza abandone su neutralidad permanente;;;;;;;;;
join_european_union;Join European Union;Rejoindre l'Union Européenne;Der Europäischen Union beitreten;;Unirse a la Unión Europea;;;;;;;;;
join_european_union_desc;Allow this nation to join the European Union;Permettre à cette nation de rejoindre l'Union Européenne;Dieser Nation erlauben, der Europäischen Union beizutreten.;;Permitir que esta nación se una a la Unión Europea;;;;;;;;;
leave_european_union;Leave European Union;Quitter l'Union Européenne;Die Europäische Union verlassen;;Abandonar la Unión Europea;;;;;;;;;
leave_european_union_desc;Allow this nation to leave the European Union;Permettre à cette nation de quitter l'Union Européenne;Dieser Nation erlauben, die Europäische Union zu verlassen.;;Permitir que esta nación abandone la Unión Europea;;;;;;;;;
form_nato_NEWS_LONG;The United States has officially established the North Atlantic Treaty Organization (NATO). This military and political alliance serves to provide collective security and defense among its member states against the communist threat in Europe and beyond.;;Die Vereinigten Staaten haben offiziell die Nordatlantik-Vertragsorganisation (NATO) gegründet. Dieses militärische und politische Bündnis dient der kollektiven Sicherheit und Verteidigung seiner Mitgliedstaaten gegen die kommunistische Bedrohung in Europa und darüber hinaus.;;Los Estados Unidos han establecido oficialmente la Organización del Tratado del Atlántico Norte (OTAN). Esta alianza militar y política sirve para proporcionar seguridad y defensa colectivas entre sus miembros contra la amenaza comunista en Europa y más allá.;;;;;;;;;
form_nato_NEWS_MEDIUM;The United States establishes NATO. This military alliance is formed to counter the communist threat in Europe and provide collective defense for its members.;;Die Vereinigten Staaten gründen die NATO. Dieses Militärbündnis wird gegründet, um der kommunistischen Bedrohung in Europa entgegenzuwirken und seinen Mitgliedern kollektive Verteidigung zu bieten.;;Los Estados Unidos establecen la OTAN. Esta alianza militar se forma para contrarrestar la amenaza comunista en Europa y proporcionar defensa colectiva a sus miembros.;;;;;;;;;
form_nato_NEWS_SHORT;NATO has been established by the United States.;;Die NATO wurde von den Vereinigten Staaten gegründet.;;La OTAN ha sido establecida por los Estados Unidos.;;;;;;;;;
violar_la_neutralidad_suiza;Violate Swiss Neutrality;Violer la neutralité suisse;Schweizer Neutralität verletzen;;Violar la neutralidad suiza;;;;;;;;;
violar_la_neutralidad_suiza_desc;Declare war on Switzerland and remove their neutrality status;Déclarer la guerre à la Suisse et supprimer son statut de neutralité;Mit der Schweiz Krieg erklären und ihren Neutralitätsstatus aufheben;;Declarar la guerra a Suiza y eliminar su estado de neutralidad;;;;;;;;;
restablecer_neutralidad_suiza;Restore Swiss Neutrality;Rétablir la neutralité suisse;Schweizer Neutralität wiederherstellen;;Restaurar la neutralidad suiza;;;;;;;;;
restablecer_neutralidad_suiza_desc;Switzerland can restore its permanent neutrality status;La Suisse peut rétablir son statut de neutralité permanente;Die Schweiz kann ihren Zustand der ständigen Neutralität wiederherstellen;;Suiza puede restaurar su estado de neutralidad permanente;;;;;;;;;
establish_nato_title;Establish NATO;Établir l'OTAN;NATO gründen;;Establecer la OTAN;;;;;;;;;
establish_nato_desc;The United States formally establishes the North Atlantic Treaty Organization as a military and political alliance;Les États-Unis établissent formellement l'Organisation du Traité de l'Atlantique Nord en tant qu'alliance militaire et politique;Die Vereinigten Staaten gründen formell die Nordatlantikvertrags-Organisation als militärisches und politisches Bündnis;;Los Estados Unidos establecen formalmente la Organización del Tratado del Atlántico Norte como alianza militar y política;;;;;;;;;
alliance_nato_title;Join NATO;Rejoindre l'OTAN;Der NATO beitreten;;Unirse a la OTAN;;;;;;;;;
alliance_nato_desc;Join the North Atlantic Treaty Organization to benefit from collective defense and alliance strengthening;Rejoindre l'Organisation du Traité de l'Atlantique Nord pour bénéficier de la défense collective et du renforcement des alliances;Treten Sie der Nordatlantikvertrags-Organisation bei, um von kollektiver Verteidigung und Allianzstärkung zu profitieren;;Unirse a la Organización del Tratado del Atlántico Norte para beneficiarse de la defensa colectiva y el fortalecimiento de alianzas;;;;;;;;;
join_nato_title;$COUNTRY$ Joins NATO;$COUNTRY$ adhère à l'OTAN;$COUNTRY$ ist der NATO beigetreten;;$COUNTRY$ Se Unió a la OTAN;;;;;;;;;
join_nato_event_desc;$COUNTRY$ has taken the historic step of officially joining the North Atlantic Treaty Organization. This peaceful nation now stands with other democracies in the alliance, strengthening the collective defense of the free world against totalitarian threats.;$COUNTRY$ a pris l'étape historique d'adhérer officiellement à l'Organisation du Traité de l'Atlantique Nord. Cette nation pacifique se tient désormais aux côtés d'autres démocraties dans l'alliance, renforçant la défense collective du monde libre contre les menaces totalitaires.;$COUNTRY$ hat den historischen Schritt getan, der Nordatlantikvertrags-Organisation offiziell beizutreten. Diese friedliche Nation steht nun an der Seite anderer Demokratien im Bündnis und stärkt die kollektive Verteidigung der freien Welt gegen totalitäre Bedrohungen.;;$COUNTRY$ ha dado el paso histórico de unirse oficialmente a la Organización del Tratado del Atlántico Norte. Esta nación pacífica se une ahora a otras democracias en la alianza, fortaleciendo la defensa colectiva del mundo libre contra las amenazas totalitarias.;;;;;;;;;
establish_brics_title;Establish BRICS;Etablir BRICS;BRICS grunden;;Establecer BRICS;;;;;;;;;
join_brics_event_title;$COUNTRY$ Joins BRICS;$COUNTRY$ rejoint BRICS;$COUNTRY$ ist BRICS beigetreten;;$COUNTRY$ se unio a BRICS;;;;;;;;;
leave_brics_title;Leave BRICS;Quitter BRICS;BRICS verlassen;;Salir de BRICS;;;;;;;;;
leave_brics_desc;Withdraw from BRICS and end the economic partnership.;Se retirer de BRICS et mettre fin au partenariat economique.;Aus BRICS austreten und die wirtschaftliche Partnerschaft beenden.;;Retirarse de BRICS y terminar la asociacion economica.;;;;;;;;;
join_brics_event_desc;$COUNTRY$ has officially joined BRICS, expanding economic coordination among its members.;$COUNTRY$ a officiellement rejoint BRICS, elargissant la coordination economique entre ses membres.;$COUNTRY$ ist BRICS offiziell beigetreten und erweitert die wirtschaftliche Koordination unter seinen Mitgliedern.;;$COUNTRY$ se ha unido oficialmente a BRICS, ampliando la coordinacion economica entre sus miembros.;;;;;;;;;
